"REF_DATE","GEO","DGUID","Interprovincial migrants","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1977/1978","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","89315","","","","0"
"1977/1978","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","8510","","","","0"
"1977/1978","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","20761","","","","0"
"1977/1978","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","25435","","","","0"
"1977/1978","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-4674","","","","0"
"1977/1978","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","20875","","","","0"
"1977/1978","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","22594","","","","0"
"1977/1978","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-1719","","","","0"
"1977/1978","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","83270","","","","0"
"1977/1978","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","50727","","","","0"
"1977/1978","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","32543","","","","0"
"1977/1978","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","63371","","","","0"
"1977/1978","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","45795","","","","0"
"1977/1978","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","17576","","","","0"
"1977/1978","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","2800","","","","0"
"1977/1978","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","2539","","","","0"
"1977/1978","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","261","","","","0"
"1977/1978","Northwest Territories including Nunavut","","In-migrants","Persons","249","units","0","v466499","12.13","4270","","","t","0"
"1977/1978","Northwest Territories including Nunavut","","Out-migrants","Persons","249","units","0","v466514","12.14","4963","","","t","0"
"1977/1978","Northwest Territories including Nunavut","","Net-migration","Persons","249","units","0","v466529","12.15","-693","","","t","0"
"1978/1979","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","358805","","","","0"
"1978/1979","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","358805","","","","0"
"1978/1979","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","8462","","","","0"
"1978/1979","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","11836","","","","0"
"1978/1979","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-3374","","","","0"
"1978/1979","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","3584","","","","0"
"1978/1979","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","3658","","","","0"
"1978/1979","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","-74","","","","0"
"1978/1979","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","19905","","","","0"
"1978/1979","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","20262","","","","0"
"1978/1979","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-357","","","","0"
"1978/1979","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","14929","","","","0"
"1978/1979","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","16100","","","","0"
"1978/1979","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-1171","","","","0"
"1978/1979","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","25524","","","","0"
"1978/1979","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","56408","","","","0"
"1978/1979","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-30884","","","","0"
"1978/1979","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","87125","","","","0"
"1978/1979","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","91450","","","","0"
"1978/1979","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","-4325","","","","0"
"1978/1979","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","18774","","","","0"
"1978/1979","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","29520","","","","0"
"1978/1979","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-10746","","","","0"
"1978/1979","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","20528","","","","0"
"1978/1979","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","23406","","","","0"
"1978/1979","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-2878","","","","0"
"1978/1979","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","86057","","","","0"
"1978/1979","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","52631","","","","0"
"1978/1979","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","33426","","","","0"
"1978/1979","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","67506","","","","0"
"1978/1979","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","45501","","","","0"
"1978/1979","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","22005","","","","0"
"1978/1979","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","2446","","","","0"
"1978/1979","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","3089","","","","0"
"1978/1979","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","-643","","","","0"
"1978/1979","Northwest Territories including Nunavut","","In-migrants","Persons","249","units","0","v466499","12.13","3965","","","t","0"
"1978/1979","Northwest Territories including Nunavut","","Out-migrants","Persons","249","units","0","v466514","12.14","4944","","","t","0"
"1978/1979","Northwest Territories including Nunavut","","Net-migration","Persons","249","units","0","v466529","12.15","-979","","","t","0"
"1979/1980","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","371388","","","","0"
"1979/1980","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","371388","","","","0"
"1979/1980","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","9066","","","","0"
"1979/1980","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","12663","","","","0"
"1979/1980","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-3597","","","","0"
"1979/1980","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","3185","","","","0"
"1979/1980","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","3543","","","","0"
"1979/1980","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","-358","","","","0"
"1979/1980","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","17682","","","","0"
"1979/1980","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","20414","","","","0"
"1979/1980","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-2732","","","","0"
"1979/1980","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","13855","","","","0"
"1979/1980","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","16616","","","","0"
"1979/1980","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-2761","","","","0"
"1979/1980","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","22018","","","","0"
"1979/1980","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","51994","","","","0"
"1979/1980","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-29976","","","","0"
"1979/1980","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","79556","","","","0"
"1979/1980","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","101918","","","","0"
"1979/1980","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","-22362","","","","0"
"1979/1980","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","18690","","","","0"
"1979/1980","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","32554","","","","0"
"1979/1980","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-13864","","","","0"
"1979/1980","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","20293","","","","0"
"1979/1980","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","24786","","","","0"
"1979/1980","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-4493","","","","0"
"1979/1980","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","100710","","","","0"
"1979/1980","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","59275","","","","0"
"1979/1980","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","41435","","","","0"
"1979/1980","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","80656","","","","0"
"1979/1980","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","40492","","","","0"
"1979/1980","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","40164","","","","0"
"1979/1980","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","2292","","","","0"
"1979/1980","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","2756","","","","0"
"1979/1980","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","-464","","","","0"
"1979/1980","Northwest Territories including Nunavut","","In-migrants","Persons","249","units","0","v466499","12.13","3385","","","t","0"
"1979/1980","Northwest Territories including Nunavut","","Out-migrants","Persons","249","units","0","v466514","12.14","4377","","","t","0"
"1979/1980","Northwest Territories including Nunavut","","Net-migration","Persons","249","units","0","v466529","12.15","-992","","","t","0"
"1980/1981","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","382932","","","","0"
"1980/1981","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","382932","","","","0"
"1980/1981","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","9238","","","","0"
"1980/1981","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","12790","","","","0"
"1980/1981","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-3552","","","","0"
"1980/1981","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","3116","","","","0"
"1980/1981","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","4367","","","","0"
"1980/1981","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","-1251","","","","0"
"1980/1981","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","18737","","","","0"
"1980/1981","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","21573","","","","0"
"1980/1981","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-2836","","","","0"
"1980/1981","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","13356","","","","0"
"1980/1981","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","18345","","","","0"
"1980/1981","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-4989","","","","0"
"1980/1981","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","22905","","","","0"
"1980/1981","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","45746","","","","0"
"1980/1981","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-22841","","","","0"
"1980/1981","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","77090","","","","0"
"1980/1981","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","110337","","","","0"
"1980/1981","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","-33247","","","","0"
"1980/1981","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","20468","","","","0"
"1980/1981","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","29871","","","","0"
"1980/1981","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-9403","","","","0"
