"REF_DATE","GEO","DGUID","Interprovincial migrants","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996/1997","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","19756","","","","0"
"1996/1997","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-5873","","","","0"
"1996/1997","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","16771","","","","0"
"1996/1997","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","19565","","","","0"
"1996/1997","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-2794","","","","0"
"1996/1997","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","70333","","","","0"
"1996/1997","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","44051","","","","0"
"1996/1997","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","26282","","","","0"
"1996/1997","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","59432","","","","0"
"1996/1997","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","49552","","","","0"
"1996/1997","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","9880","","","","0"
"1996/1997","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1905","","","","0"
"1996/1997","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1959","","","","0"
"1996/1997","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","-54","","","","0"
"1996/1997","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","2457","","","","0"
"1996/1997","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","3153","","","","0"
"1996/1997","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","-696","","","","0"
"1996/1997","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","913","","","","0"
"1996/1997","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","1290","","","","0"
"1996/1997","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","-377","","","","0"
"1997/1998","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","309234","","","","0"
"1997/1998","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","309234","","","","0"
"1997/1998","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","7392","","","","0"
"1997/1998","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","16882","","","","0"
"1997/1998","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-9490","","","","0"
"1997/1998","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2570","","","","0"
"1997/1998","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2986","","","","0"
"1997/1998","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","-416","","","","0"
"1997/1998","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","16304","","","","0"
"1997/1998","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","18873","","","","0"
"1997/1998","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-2569","","","","0"
"1997/1998","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","10904","","","","0"
"1997/1998","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","14096","","","","0"
"1997/1998","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-3192","","","","0"
"1997/1998","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","20513","","","","0"
"1997/1998","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","37471","","","","0"
"1997/1998","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-16958","","","","0"
"1997/1998","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","75216","","","","0"
"1997/1998","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","65985","","","","0"
"1997/1998","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","9231","","","","0"
"1997/1998","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","14906","","","","0"
"1997/1998","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","20182","","","","0"
"1997/1998","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-5276","","","","0"
"1997/1998","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","18697","","","","0"
"1997/1998","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","20637","","","","0"
"1997/1998","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-1940","","","","0"
"1997/1998","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","86307","","","","0"
"1997/1998","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","43218","","","","0"
"1997/1998","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","43089","","","","0"
"1997/1998","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","51524","","","","0"
"1997/1998","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","61553","","","","0"
"1997/1998","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","-10029","","","","0"
"1997/1998","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1502","","","","0"
"1997/1998","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","2526","","","","0"
"1997/1998","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","-1024","","","","0"
"1997/1998","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","2398","","","","0"
"1997/1998","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","3714","","","","0"
"1997/1998","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","-1316","","","","0"
"1997/1998","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","1001","","","","0"
"1997/1998","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","1111","","","","0"
"1997/1998","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","-110","","","","0"
"1998/1999","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","276930","","","","0"
"1998/1999","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","276930","","","","0"
"1998/1999","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","7995","","","","0"
"1998/1999","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","13690","","","","0"
"1998/1999","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-5695","","","","0"
"1998/1999","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2579","","","","0"
"1998/1999","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2386","","","","0"
"1998/1999","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","193","","","","0"
"1998/1999","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","15529","","","","0"
"1998/1999","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","15328","","","","0"
"1998/1999","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","201","","","","0"
"1998/1999","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","10470","","","","0"
"1998/1999","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","11714","","","","0"
"1998/1999","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-1244","","","","0"
"1998/1999","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","19506","","","","0"
"1998/1999","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","32571","","","","0"
"1998/1999","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-13065","","","","0"
"1998/1999","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","72821","","","","0"
"1998/1999","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","56115","","","","0"
"1998/1999","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","16706","","","","0"
"1998/1999","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","13985","","","","0"
"1998/1999","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","16098","","","","0"
"1998/1999","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-2113","","","","0"
"1998/1999","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","15200","","","","0"
"1998/1999","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","19533","","","","0"
"1998/1999","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-4333","","","","0"
"1998/1999","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","70932","","","","0"
"1998/1999","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","45741","","","","0"
"1998/1999","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","25191","","","","0"
"1998/1999","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","43300","","","","0"
"1998/1999","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","57784","","","","0"
"1998/1999","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","-14484","","","","0"
"1998/1999","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1306","","","","0"
"1998/1999","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","2053","","","","0"
"1998/1999","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","-747","","","","0"
"1998/1999","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","2303","","","","0"
"1998/1999","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","2858","","","","0"
"1998/1999","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","-555","","","","0"
"1998/1999","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","1004","","","","0"
"1998/1999","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","1059","","","","0"
"1998/1999","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","-55","","","","0"
"1999/2000","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","285817","","","","0"
"1999/2000","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","285817","","","","0"
"1999/2000","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","8400","","","","0"
"1999/2000","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","12663","","","","0"
"1999/2000","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-4263","","","","0"
"1999/2000","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2662","","","","0"
"1999/2000","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2558","","","","0"
"1999/2000","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","104","","","","0"
"1999/2000","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","16272","","","","0"
"1999/2000","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","16542","","","","0"
"1999/2000","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-270","","","","0"
"1999/2000","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","11286","","","","0"
"1999/2000","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","12469","","","","0"
"1999/2000","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-1183","","","","0"
"1999/2000","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","20989","","","","0"
"1999/2000","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","33135","","","","0"
"1999/2000","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-12146","","","","0"
"1999/2000","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","78903","","","","0"
"1999/2000","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","56534","","","","0"
"1999/2000","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","22369","","","","0"
"1999/2000","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","14075","","","","0"
"1999/2000","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","17531","","","","0"
"1999/2000","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-3456","","","","0"
"1999/2000","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","14556","","","","0"
"1999/2000","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","22503","","","","0"
"1999/2000","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-7947","","","","0"
"1999/2000","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","70721","","","","0"
"1999/2000","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","48047","","","","0"
"1999/2000","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","22674","","","","0"
"1999/2000","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","43465","","","","0"
"1999/2000","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","58075","","","","0"
"1999/2000","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","-14610","","","","0"
"1999/2000","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1267","","","","0"
"1999/2000","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1958","","","","0"
"1999/2000","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","-691","","","","0"
"1999/2000","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","2164","","","","0"
"1999/2000","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","2815","","","","0"
"1999/2000","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","-651","","","","0"
"1999/2000","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","1057","","","","0"
"1999/2000","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","987","","","","0"
"1999/2000","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","70","","","","0"
"2000/2001","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","269220","","","","0"
"2000/2001","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","269220","","","","0"
"2000/2001","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","7499","","","","0"
"2000/2001","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","11992","","","","0"
"2000/2001","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-4493","","","","0"
"2000/2001","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2567","","","","0"
"2000/2001","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2402","","","","0"
"2000/2001","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","165","","","","0"
"2000/2001","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","15313","","","","0"
"2000/2001","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","17390","","","","0"
"2000/2001","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-2077","","","","0"
"2000/2001","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","10539","","","","0"
"2000/2001","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","12069","","","","0"
"2000/2001","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-1530","","","","0"
"2000/2001","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","21341","","","","0"
"2000/2001","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","30783","","","","0"
"2000/2001","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-9442","","","","0"
"2000/2001","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","74516","","","","0"
"2000/2001","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","55893","","","","0"
"2000/2001","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","18623","","","","0"
"2000/2001","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","12623","","","","0"
"2000/2001","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","16946","","","","0"
"2000/2001","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-4323","","","","0"
"2000/2001","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","12985","","","","0"
"2000/2001","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","21395","","","","0"
"2000/2001","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-8410","","","","0"
"2000/2001","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","64129","","","","0"
"2000/2001","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","43672","","","","0"
"2000/2001","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","20457","","","","0"
"2000/2001","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","43338","","","","0"
"2000/2001","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","51624","","","","0"
"2000/2001","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","-8286","","","","0"
"2000/2001","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1153","","","","0"
"2000/2001","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1725","","","","0"
"2000/2001","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","-572","","","","0"
"2000/2001","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","2177","","","","0"
"2000/2001","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","2337","","","","0"
"2000/2001","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","-160","","","","0"
"2000/2001","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","1040","","","","0"
"2000/2001","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","992","","","","0"
"2000/2001","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","48","","","","0"
"2001/2002","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","290490","","","","0"
"2001/2002","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","290490","","","","0"
"2001/2002","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","8784","","","","0"
"2001/2002","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","12136","","","","0"
"2001/2002","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-3352","","","","0"
"2001/2002","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2639","","","","0"
"2001/2002","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2577","","","","0"
"2001/2002","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","62","","","","0"
"2001/2002","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","16331","","","","0"
"2001/2002","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","17229","","","","0"
"2001/2002","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-898","","","","0"
"2001/2002","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","11710","","","","0"
"2001/2002","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","12928","","","","0"
"2001/2002","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-1218","","","","0"
"2001/2002","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","24488","","","","0"
"2001/2002","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","28838","","","","0"
"2001/2002","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-4350","","","","0"
"2001/2002","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","70083","","","","0"
"2001/2002","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","64729","","","","0"
"2001/2002","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","5354","","","","0"
"2001/2002","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","13960","","","","0"
"2001/2002","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","18304","","","","0"
"2001/2002","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-4344","","","","0"
"2001/2002","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","14598","","","","0"
"2001/2002","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","23418","","","","0"
"2001/2002","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-8820","","","","0"
"2001/2002","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","75615","","","","0"
"2001/2002","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","49380","","","","0"
"2001/2002","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","26235","","","","0"
"2001/2002","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","47159","","","","0"
"2001/2002","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","55715","","","","0"
"2001/2002","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","-8556","","","","0"
"2001/2002","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1348","","","","0"
"2001/2002","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1569","","","","0"
"2001/2002","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","-221","","","","0"
"2001/2002","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","2669","","","","0"
"2001/2002","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","2585","","","","0"
"2001/2002","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","84","","","","0"
"2001/2002","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","1106","","","","0"
"2001/2002","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","1082","","","","0"
"2001/2002","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","24","","","","0"
"2002/2003","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","274899","","","","0"
"2002/2003","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","274899","","","","0"
"2002/2003","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","9198","","","","0"
"2002/2003","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","10881","","","","0"
"2002/2003","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-1683","","","","0"
"2002/2003","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2686","","","","0"
"2002/2003","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2521","","","","0"
"2002/2003","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","165","","","","0"
"2002/2003","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","16686","","","","0"
"2002/2003","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","16176","","","","0"
"2002/2003","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","510","","","","0"
"2002/2003","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","11233","","","","0"
"2002/2003","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","12076","","","","0"
"2002/2003","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-843","","","","0"
"2002/2003","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","24272","","","","0"
"2002/2003","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","26101","","","","0"
"2002/2003","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-1829","","","","0"
"2002/2003","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","64236","","","","0"
"2002/2003","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","63599","","","","0"
"2002/2003","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","637","","","","0"
"2002/2003","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","13707","","","","0"
"2002/2003","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","16582","","","","0"
"2002/2003","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-2875","","","","0"
"2002/2003","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","15172","","","","0"
"2002/2003","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","20313","","","","0"
"2002/2003","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-5141","","","","0"
"2002/2003","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","64627","","","","0"
"2002/2003","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","52724","","","","0"
"2002/2003","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","11903","","","","0"
"2002/2003","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","48078","","","","0"
"2002/2003","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","49115","","","","0"
"2002/2003","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","-1037","","","","0"
"2002/2003","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1399","","","","0"
"2002/2003","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1250","","","","0"
"2002/2003","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","149","","","","0"
"2002/2003","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","2662","","","","0"
