"REF_DATE","GEO","DGUID","Components of population growth","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016/2017","Rouyn-Noranda (CA), Quebec","2016S0504485","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060966114","48.4.1.1","8","","","","0"
"2017/2018","Rouyn-Noranda (CA), Quebec","2016S0504485","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060966114","48.4.1.1","2","","","","0"
"2018/2019","Rouyn-Noranda (CA), Quebec","2016S0504485","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060966114","48.4.1.1","2","","","","0"
"2019/2020","Rouyn-Noranda (CA), Quebec","2016S0504485","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060966114","48.4.1.1","2","","","","0"
"2015/2016","Rouyn-Noranda (CA), Quebec","2016S0504485","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060966447","48.5.1.1","9","","","","0"
"2016/2017","Rouyn-Noranda (CA), Quebec","2016S0504485","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060966447","48.5.1.1","11","","","","0"
"2017/2018","Rouyn-Noranda (CA), Quebec","2016S0504485","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060966447","48.5.1.1","3","","","","0"
"2018/2019","Rouyn-Noranda (CA), Quebec","2016S0504485","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060966447","48.5.1.1","3","","","","0"
"2019/2020","Rouyn-Noranda (CA), Quebec","2016S0504485","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060966447","48.5.1.1","2","","","","0"
"2015/2016","Rouyn-Noranda (CA), Quebec","2016S0504485","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060966780","48.6.1.1","8","","","","0"
"2016/2017","Rouyn-Noranda (CA), Quebec","2016S0504485","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060966780","48.6.1.1","4","","","","0"
"2017/2018","Rouyn-Noranda (CA), Quebec","2016S0504485","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060966780","48.6.1.1","1","","","","0"
"2018/2019","Rouyn-Noranda (CA), Quebec","2016S0504485","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060966780","48.6.1.1","1","","","","0"
"2019/2020","Rouyn-Noranda (CA), Quebec","2016S0504485","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060966780","48.6.1.1","1","","","","0"
"2015/2016","Rouyn-Noranda (CA), Quebec","2016S0504485","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060967113","48.7.1.1","-14","","","","0"
"2016/2017","Rouyn-Noranda (CA), Quebec","2016S0504485","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060967113","48.7.1.1","-36","","","","0"
"2017/2018","Rouyn-Noranda (CA), Quebec","2016S0504485","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060967113","48.7.1.1","14","","","","0"
"2018/2019","Rouyn-Noranda (CA), Quebec","2016S0504485","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060967113","48.7.1.1","4","","","","0"
"2019/2020","Rouyn-Noranda (CA), Quebec","2016S0504485","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060967113","48.7.1.1","16","","","","0"
"2015/2016","Rouyn-Noranda (CA), Quebec","2016S0504485","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060967446","48.8.1.1","13","","","","0"
"2016/2017","Rouyn-Noranda (CA), Quebec","2016S0504485","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060967446","48.8.1.1","47","","","","0"
"2017/2018","Rouyn-Noranda (CA), Quebec","2016S0504485","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060967446","48.8.1.1","-150","","","","0"
"2018/2019","Rouyn-Noranda (CA), Quebec","2016S0504485","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060967446","48.8.1.1","-96","","","","0"
"2019/2020","Rouyn-Noranda (CA), Quebec","2016S0504485","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060967446","48.8.1.1","-161","","","","0"
"2015/2016","Rouyn-Noranda (CA), Quebec","2016S0504485","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060967779","48.9.1.1","142","","","","0"
"2016/2017","Rouyn-Noranda (CA), Quebec","2016S0504485","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060967779","48.9.1.1","108","","","","0"
"2017/2018","Rouyn-Noranda (CA), Quebec","2016S0504485","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060967779","48.9.1.1","117","","","","0"
"2018/2019","Rouyn-Noranda (CA), Quebec","2016S0504485","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060967779","48.9.1.1","84","","","","0"
"2019/2020","Rouyn-Noranda (CA), Quebec","2016S0504485","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060967779","48.9.1.1","37","","","","0"
"2015/2016","Rouyn-Noranda (CA), Quebec","2016S0504485","Residual deviation","Both sexes","All ages","Persons","249","units","0","v1060968112","48.10.1.1","21","","","","0"
"2015/2016","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Births","Both sexes","All ages","Persons","249","units","0","v1060968445","49.1.1.1","77","","","","0"
"2016/2017","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Births","Both sexes","All ages","Persons","249","units","0","v1060968445","49.1.1.1","79","","","","0"
"2017/2018","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Births","Both sexes","All ages","Persons","249","units","0","v1060968445","49.1.1.1","89","","","","0"
"2018/2019","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Births","Both sexes","All ages","Persons","249","units","0","v1060968445","49.1.1.1","85","","","","0"
"2019/2020","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Births","Both sexes","All ages","Persons","249","units","0","v1060968445","49.1.1.1","88","","","","0"
"2015/2016","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Deaths","Both sexes","All ages","Persons","249","units","0","v1060968451","49.2.1.1","167","","","","0"
"2016/2017","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Deaths","Both sexes","All ages","Persons","249","units","0","v1060968451","49.2.1.1","152","","","","0"
"2017/2018","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Deaths","Both sexes","All ages","Persons","249","units","0","v1060968451","49.2.1.1","175","","","","0"
"2018/2019","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Deaths","Both sexes","All ages","Persons","249","units","0","v1060968451","49.2.1.1","162","","","","0"
"2019/2020","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Deaths","Both sexes","All ages","Persons","249","units","0","v1060968451","49.2.1.1","162","","","","0"
"2015/2016","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060968784","49.3.1.1","20","","","","0"
"2016/2017","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060968784","49.3.1.1","13","","","","0"
"2017/2018","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060968784","49.3.1.1","23","","","","0"
"2018/2019","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060968784","49.3.1.1","9","","","","0"
"2019/2020","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060968784","49.3.1.1","21","","","","0"
"2015/2016","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060969117","49.4.1.1","2","","","","0"
"2016/2017","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060969117","49.4.1.1","3","","","","0"
"2017/2018","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060969117","49.4.1.1","8","","","","0"
"2018/2019","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060969117","49.4.1.1","8","","","","0"
"2019/2020","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060969117","49.4.1.1","6","","","","0"
"2015/2016","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060969450","49.5.1.1","0","","","","0"
"2016/2017","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060969450","49.5.1.1","3","","","","0"
"2017/2018","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060969450","49.5.1.1","7","","","","0"
"2018/2019","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060969450","49.5.1.1","2","","","","0"
"2019/2020","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060969450","49.5.1.1","2","","","","0"
"2015/2016","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060969783","49.6.1.1","1","","","","0"
"2016/2017","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060969783","49.6.1.1","1","","","","0"
"2017/2018","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060969783","49.6.1.1","5","","","","0"
"2018/2019","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060969783","49.6.1.1","5","","","","0"
"2019/2020","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060969783","49.6.1.1","4","","","","0"
"2015/2016","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060970116","49.7.1.1","32","","","","0"
"2016/2017","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060970116","49.7.1.1","81","","","","0"
"2017/2018","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060970116","49.7.1.1","33","","","","0"
"2018/2019","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060970116","49.7.1.1","1","","","","0"
"2019/2020","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060970116","49.7.1.1","-12","","","","0"
"2015/2016","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060970449","49.8.1.1","-85","","","","0"
"2016/2017","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060970449","49.8.1.1","197","","","","0"
"2017/2018","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060970449","49.8.1.1","67","","","","0"
"2018/2019","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060970449","49.8.1.1","81","","","","0"
"2019/2020","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060970449","49.8.1.1","43","","","","0"
"2015/2016","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060970782","49.9.1.1","6","","","","0"
"2016/2017","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060970782","49.9.1.1","-7","","","","0"
"2017/2018","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060970782","49.9.1.1","3","","","","0"
"2018/2019","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060970782","49.9.1.1","14","","","","0"
"2019/2020","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060970782","49.9.1.1","11","","","","0"
"2015/2016","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Residual deviation","Both sexes","All ages","Persons","249","units","0","v1060971115","49.10.1.1","-37","","","","0"
"2015/2016","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Births","Both sexes","All ages","Persons","249","units","0","v1060971448","50.1.1.1","62","","","","0"
"2016/2017","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Births","Both sexes","All ages","Persons","249","units","0","v1060971448","50.1.1.1","62","","","","0"
"2017/2018","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Births","Both sexes","All ages","Persons","249","units","0","v1060971448","50.1.1.1","74","","","","0"
"2018/2019","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Births","Both sexes","All ages","Persons","249","units","0","v1060971448","50.1.1.1","70","","","","0"
"2019/2020","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Births","Both sexes","All ages","Persons","249","units","0","v1060971448","50.1.1.1","72","","","","0"
"2015/2016","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Deaths","Both sexes","All ages","Persons","249","units","0","v1060971454","50.2.1.1","154","","","","0"
"2016/2017","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Deaths","Both sexes","All ages","Persons","249","units","0","v1060971454","50.2.1.1","140","","","","0"
"2017/2018","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Deaths","Both sexes","All ages","Persons","249","units","0","v1060971454","50.2.1.1","166","","","","0"
"2018/2019","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Deaths","Both sexes","All ages","Persons","249","units","0","v1060971454","50.2.1.1","147","","","","0"
"2019/2020","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Deaths","Both sexes","All ages","Persons","249","units","0","v1060971454","50.2.1.1","150","","","","0"
"2015/2016","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060971787","50.3.1.1","20","","","","0"
"2016/2017","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060971787","50.3.1.1","12","","","","0"
"2017/2018","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060971787","50.3.1.1","23","","","","0"
"2018/2019","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060971787","50.3.1.1","9","","","","0"
"2019/2020","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060971787","50.3.1.1","21","","","","0"
"2015/2016","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060972120","50.4.1.1","2","","","","0"
"2016/2017","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060972120","50.4.1.1","3","","","","0"
"2017/2018","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060972120","50.4.1.1","8","","","","0"
"2018/2019","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060972120","50.4.1.1","8","","","","0"
"2019/2020","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060972120","50.4.1.1","6","","","","0"
"2015/2016","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060972453","50.5.1.1","0","","","","0"
"2016/2017","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060972453","50.5.1.1","3","","","","0"
"2017/2018","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060972453","50.5.1.1","7","","","","0"
"2018/2019","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060972453","50.5.1.1","2","","","","0"
"2019/2020","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060972453","50.5.1.1","2","","","","0"
"2015/2016","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060972786","50.6.1.1","1","","","","0"
"2016/2017","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060972786","50.6.1.1","1","","","","0"
"2017/2018","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060972786","50.6.1.1","5","","","","0"
"2018/2019","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060972786","50.6.1.1","5","","","","0"
"2019/2020","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060972786","50.6.1.1","4","","","","0"
"2015/2016","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060973119","50.7.1.1","45","","","","0"
"2016/2017","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060973119","50.7.1.1","84","","","","0"
"2017/2018","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060973119","50.7.1.1","33","","","","0"
"2018/2019","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060973119","50.7.1.1","13","","","","0"
"2019/2020","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060973119","50.7.1.1","-11","","","","0"
"2015/2016","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060973452","50.8.1.1","-93","","","","0"
"2016/2017","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060973452","50.8.1.1","115","","","","0"
"2017/2018","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060973452","50.8.1.1","63","","","","0"
"2018/2019","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060973452","50.8.1.1","41","","","","0"
"2019/2020","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060973452","50.8.1.1","38","","","","0"
"2015/2016","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060973785","50.9.1.1","3","","","","0"
"2016/2017","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060973785","50.9.1.1","-5","","","","0"
"2017/2018","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060973785","50.9.1.1","2","","","","0"
"2018/2019","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060973785","50.9.1.1","11","","","","0"
"2019/2020","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060973785","50.9.1.1","15","","","","0"
"2015/2016","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Residual deviation","Both sexes","All ages","Persons","249","units","0","v1060974118","50.10.1.1","-48","","","","0"
"2015/2016","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Births","Both sexes","All ages","Persons","249","units","0","v1060974451","51.1.1.1","15","","","","0"
"2016/2017","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Births","Both sexes","All ages","Persons","249","units","0","v1060974451","51.1.1.1","17","","","","0"
"2017/2018","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Births","Both sexes","All ages","Persons","249","units","0","v1060974451","51.1.1.1","15","","","","0"
"2018/2019","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Births","Both sexes","All ages","Persons","249","units","0","v1060974451","51.1.1.1","15","","","","0"
"2019/2020","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Births","Both sexes","All ages","Persons","249","units","0","v1060974451","51.1.1.1","16","","","","0"
"2015/2016","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Deaths","Both sexes","All ages","Persons","249","units","0","v1060974457","51.2.1.1","13","","","","0"
"2016/2017","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Deaths","Both sexes","All ages","Persons","249","units","0","v1060974457","51.2.1.1","12","","","","0"
"2017/2018","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Deaths","Both sexes","All ages","Persons","249","units","0","v1060974457","51.2.1.1","9","","","","0"
"2018/2019","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Deaths","Both sexes","All ages","Persons","249","units","0","v1060974457","51.2.1.1","15","","","","0"
"2019/2020","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Deaths","Both sexes","All ages","Persons","249","units","0","v1060974457","51.2.1.1","12","","","","0"
"2015/2016","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060974790","51.3.1.1","0","","","","0"
"2016/2017","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060974790","51.3.1.1","1","","","","0"
"2017/2018","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060974790","51.3.1.1","0","","","","0"
"2018/2019","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060974790","51.3.1.1","0","","","","0"
"2019/2020","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060974790","51.3.1.1","0","","","","0"
"2015/2016","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060975123","51.4.1.1","0","","","","0"
"2016/2017","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060975123","51.4.1.1","0","","","","0"
"2017/2018","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060975123","51.4.1.1","0","","","","0"
"2018/2019","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060975123","51.4.1.1","0","","","","0"
"2019/2020","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060975123","51.4.1.1","0","","","","0"
"2015/2016","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060975456","51.5.1.1","0","","","","0"
"2016/2017","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060975456","51.5.1.1","0","","","","0"
"2017/2018","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060975456","51.5.1.1","0","","","","0"
"2018/2019","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060975456","51.5.1.1","0","","","","0"
"2019/2020","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060975456","51.5.1.1","0","","","","0"
"2015/2016","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060975789","51.6.1.1","0","","","","0"
"2016/2017","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060975789","51.6.1.1","0","","","","0"
"2017/2018","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060975789","51.6.1.1","0","","","","0"
"2018/2019","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060975789","51.6.1.1","0","","","","0"
"2019/2020","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060975789","51.6.1.1","0","","","","0"
"2015/2016","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060976122","51.7.1.1","-13","","","","0"
"2016/2017","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060976122","51.7.1.1","-3","","","","0"
"2017/2018","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060976122","51.7.1.1","0","","","","0"
"2018/2019","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060976122","51.7.1.1","-12","","","","0"
"2019/2020","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060976122","51.7.1.1","-1","","","","0"
"2015/2016","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060976455","51.8.1.1","8","","","","0"
"2016/2017","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060976455","51.8.1.1","82","","","","0"
"2017/2018","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060976455","51.8.1.1","4","","","","0"
"2018/2019","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060976455","51.8.1.1","40","","","","0"
"2019/2020","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060976455","51.8.1.1","5","","","","0"
"2015/2016","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060976788","51.9.1.1","3","","","","0"
