"REF_DATE","GEO","DGUID","Components of population growth","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019/2020","Nanaimo (CA), British Columbia","2016S0504938","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061260075","146.3.1.1","367","","","","0"
"2015/2016","Nanaimo (CA), British Columbia","2016S0504938","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061260408","146.4.1.1","180","","","","0"
"2016/2017","Nanaimo (CA), British Columbia","2016S0504938","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061260408","146.4.1.1","124","","","","0"
"2017/2018","Nanaimo (CA), British Columbia","2016S0504938","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061260408","146.4.1.1","115","","","","0"
"2018/2019","Nanaimo (CA), British Columbia","2016S0504938","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061260408","146.4.1.1","118","","","","0"
"2019/2020","Nanaimo (CA), British Columbia","2016S0504938","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061260408","146.4.1.1","86","","","","0"
"2015/2016","Nanaimo (CA), British Columbia","2016S0504938","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061260741","146.5.1.1","75","","","","0"
"2016/2017","Nanaimo (CA), British Columbia","2016S0504938","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061260741","146.5.1.1","54","","","","0"
"2017/2018","Nanaimo (CA), British Columbia","2016S0504938","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061260741","146.5.1.1","65","","","","0"
"2018/2019","Nanaimo (CA), British Columbia","2016S0504938","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061260741","146.5.1.1","78","","","","0"
"2019/2020","Nanaimo (CA), British Columbia","2016S0504938","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061260741","146.5.1.1","58","","","","0"
"2015/2016","Nanaimo (CA), British Columbia","2016S0504938","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061261074","146.6.1.1","63","","","","0"
"2016/2017","Nanaimo (CA), British Columbia","2016S0504938","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061261074","146.6.1.1","49","","","","0"
"2017/2018","Nanaimo (CA), British Columbia","2016S0504938","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061261074","146.6.1.1","40","","","","0"
"2018/2019","Nanaimo (CA), British Columbia","2016S0504938","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061261074","146.6.1.1","41","","","","0"
"2019/2020","Nanaimo (CA), British Columbia","2016S0504938","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061261074","146.6.1.1","23","","","","0"
"2015/2016","Nanaimo (CA), British Columbia","2016S0504938","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061261407","146.7.1.1","955","","","","0"
"2016/2017","Nanaimo (CA), British Columbia","2016S0504938","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061261407","146.7.1.1","754","","","","0"
"2017/2018","Nanaimo (CA), British Columbia","2016S0504938","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061261407","146.7.1.1","644","","","","0"
"2018/2019","Nanaimo (CA), British Columbia","2016S0504938","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061261407","146.7.1.1","656","","","","0"
"2019/2020","Nanaimo (CA), British Columbia","2016S0504938","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061261407","146.7.1.1","794","","","","0"
"2015/2016","Nanaimo (CA), British Columbia","2016S0504938","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061261740","146.8.1.1","334","","","","0"
"2016/2017","Nanaimo (CA), British Columbia","2016S0504938","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061261740","146.8.1.1","800","","","","0"
"2017/2018","Nanaimo (CA), British Columbia","2016S0504938","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061261740","146.8.1.1","1359","","","","0"
"2018/2019","Nanaimo (CA), British Columbia","2016S0504938","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061261740","146.8.1.1","818","","","","0"
"2019/2020","Nanaimo (CA), British Columbia","2016S0504938","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061261740","146.8.1.1","901","","","","0"
"2015/2016","Nanaimo (CA), British Columbia","2016S0504938","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061262073","146.9.1.1","57","","","","0"
"2016/2017","Nanaimo (CA), British Columbia","2016S0504938","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061262073","146.9.1.1","474","","","","0"
"2017/2018","Nanaimo (CA), British Columbia","2016S0504938","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061262073","146.9.1.1","330","","","","0"
"2018/2019","Nanaimo (CA), British Columbia","2016S0504938","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061262073","146.9.1.1","534","","","","0"
"2019/2020","Nanaimo (CA), British Columbia","2016S0504938","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061262073","146.9.1.1","-327","","","","0"
"2015/2016","Nanaimo (CA), British Columbia","2016S0504938","Residual deviation","Both sexes","All ages","Persons","249","units","0","v1061262406","146.10.1.1","843","","","","0"
"2015/2016","Parksville (CA), British Columbia","2016S0504939","Births","Both sexes","All ages","Persons","249","units","0","v1061262739","147.1.1.1","128","","","","0"
"2016/2017","Parksville (CA), British Columbia","2016S0504939","Births","Both sexes","All ages","Persons","249","units","0","v1061262739","147.1.1.1","125","","","","0"
"2017/2018","Parksville (CA), British Columbia","2016S0504939","Births","Both sexes","All ages","Persons","249","units","0","v1061262739","147.1.1.1","137","","","","0"
"2018/2019","Parksville (CA), British Columbia","2016S0504939","Births","Both sexes","All ages","Persons","249","units","0","v1061262739","147.1.1.1","119","","","","0"
"2019/2020","Parksville (CA), British Columbia","2016S0504939","Births","Both sexes","All ages","Persons","249","units","0","v1061262739","147.1.1.1","119","","","","0"
"2015/2016","Parksville (CA), British Columbia","2016S0504939","Deaths","Both sexes","All ages","Persons","249","units","0","v1061262745","147.2.1.1","519","","","","0"
"2016/2017","Parksville (CA), British Columbia","2016S0504939","Deaths","Both sexes","All ages","Persons","249","units","0","v1061262745","147.2.1.1","516","","","","0"
"2017/2018","Parksville (CA), British Columbia","2016S0504939","Deaths","Both sexes","All ages","Persons","249","units","0","v1061262745","147.2.1.1","544","","","","0"
"2018/2019","Parksville (CA), British Columbia","2016S0504939","Deaths","Both sexes","All ages","Persons","249","units","0","v1061262745","147.2.1.1","516","","","","0"
"2019/2020","Parksville (CA), British Columbia","2016S0504939","Deaths","Both sexes","All ages","Persons","249","units","0","v1061262745","147.2.1.1","519","","","","0"
"2015/2016","Parksville (CA), British Columbia","2016S0504939","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061263078","147.3.1.1","51","","","","0"
"2016/2017","Parksville (CA), British Columbia","2016S0504939","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061263078","147.3.1.1","44","","","","0"
"2017/2018","Parksville (CA), British Columbia","2016S0504939","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061263078","147.3.1.1","56","","","","0"
"2018/2019","Parksville (CA), British Columbia","2016S0504939","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061263078","147.3.1.1","42","","","","0"
"2019/2020","Parksville (CA), British Columbia","2016S0504939","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061263078","147.3.1.1","30","","","","0"
"2015/2016","Parksville (CA), British Columbia","2016S0504939","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061263411","147.4.1.1","31","","","","0"
"2016/2017","Parksville (CA), British Columbia","2016S0504939","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061263411","147.4.1.1","43","","","","0"
"2017/2018","Parksville (CA), British Columbia","2016S0504939","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061263411","147.4.1.1","24","","","","0"
"2018/2019","Parksville (CA), British Columbia","2016S0504939","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061263411","147.4.1.1","24","","","","0"
"2019/2020","Parksville (CA), British Columbia","2016S0504939","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061263411","147.4.1.1","18","","","","0"
"2015/2016","Parksville (CA), British Columbia","2016S0504939","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061263744","147.5.1.1","23","","","","0"
"2016/2017","Parksville (CA), British Columbia","2016S0504939","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061263744","147.5.1.1","16","","","","0"
"2017/2018","Parksville (CA), British Columbia","2016S0504939","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061263744","147.5.1.1","20","","","","0"
"2018/2019","Parksville (CA), British Columbia","2016S0504939","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061263744","147.5.1.1","14","","","","0"
"2019/2020","Parksville (CA), British Columbia","2016S0504939","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061263744","147.5.1.1","12","","","","0"
"2015/2016","Parksville (CA), British Columbia","2016S0504939","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061264077","147.6.1.1","12","","","","0"
"2016/2017","Parksville (CA), British Columbia","2016S0504939","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061264077","147.6.1.1","20","","","","0"
"2017/2018","Parksville (CA), British Columbia","2016S0504939","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061264077","147.6.1.1","11","","","","0"
"2018/2019","Parksville (CA), British Columbia","2016S0504939","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061264077","147.6.1.1","11","","","","0"
"2019/2020","Parksville (CA), British Columbia","2016S0504939","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061264077","147.6.1.1","7","","","","0"
"2015/2016","Parksville (CA), British Columbia","2016S0504939","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061264410","147.7.1.1","458","","","","0"
"2016/2017","Parksville (CA), British Columbia","2016S0504939","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061264410","147.7.1.1","359","","","","0"
"2017/2018","Parksville (CA), British Columbia","2016S0504939","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061264410","147.7.1.1","140","","","","0"
"2018/2019","Parksville (CA), British Columbia","2016S0504939","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061264410","147.7.1.1","241","","","","0"
"2019/2020","Parksville (CA), British Columbia","2016S0504939","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061264410","147.7.1.1","255","","","","0"
"2015/2016","Parksville (CA), British Columbia","2016S0504939","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061264743","147.8.1.1","503","","","","0"
"2016/2017","Parksville (CA), British Columbia","2016S0504939","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061264743","147.8.1.1","803","","","","0"
"2017/2018","Parksville (CA), British Columbia","2016S0504939","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061264743","147.8.1.1","330","","","","0"
"2018/2019","Parksville (CA), British Columbia","2016S0504939","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061264743","147.8.1.1","431","","","","0"
"2019/2020","Parksville (CA), British Columbia","2016S0504939","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061264743","147.8.1.1","409","","","","0"
"2015/2016","Parksville (CA), British Columbia","2016S0504939","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061265076","147.9.1.1","61","","","","0"
"2016/2017","Parksville (CA), British Columbia","2016S0504939","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061265076","147.9.1.1","66","","","","0"
"2017/2018","Parksville (CA), British Columbia","2016S0504939","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061265076","147.9.1.1","1","","","","0"
"2018/2019","Parksville (CA), British Columbia","2016S0504939","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061265076","147.9.1.1","3","","","","0"
"2019/2020","Parksville (CA), British Columbia","2016S0504939","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061265076","147.9.1.1","-12","","","","0"
"2015/2016","Parksville (CA), British Columbia","2016S0504939","Residual deviation","Both sexes","All ages","Persons","249","units","0","v1061265409","147.10.1.1","-113","","","","0"
"2015/2016","Port Alberni (CA), British Columbia","2016S0504940","Births","Both sexes","All ages","Persons","249","units","0","v1061265742","148.1.1.1","209","","","","0"
"2016/2017","Port Alberni (CA), British Columbia","2016S0504940","Births","Both sexes","All ages","Persons","249","units","0","v1061265742","148.1.1.1","213","","","","0"
"2017/2018","Port Alberni (CA), British Columbia","2016S0504940","Births","Both sexes","All ages","Persons","249","units","0","v1061265742","148.1.1.1","212","","","","0"
"2018/2019","Port Alberni (CA), British Columbia","2016S0504940","Births","Both sexes","All ages","Persons","249","units","0","v1061265742","148.1.1.1","201","","","","0"
"2019/2020","Port Alberni (CA), British Columbia","2016S0504940","Births","Both sexes","All ages","Persons","249","units","0","v1061265742","148.1.1.1","199","","","","0"
"2015/2016","Port Alberni (CA), British Columbia","2016S0504940","Deaths","Both sexes","All ages","Persons","249","units","0","v1061265748","148.2.1.1","259","","","","0"
"2016/2017","Port Alberni (CA), British Columbia","2016S0504940","Deaths","Both sexes","All ages","Persons","249","units","0","v1061265748","148.2.1.1","319","","","","0"
"2017/2018","Port Alberni (CA), British Columbia","2016S0504940","Deaths","Both sexes","All ages","Persons","249","units","0","v1061265748","148.2.1.1","335","","","","0"
"2018/2019","Port Alberni (CA), British Columbia","2016S0504940","Deaths","Both sexes","All ages","Persons","249","units","0","v1061265748","148.2.1.1","341","","","","0"
"2019/2020","Port Alberni (CA), British Columbia","2016S0504940","Deaths","Both sexes","All ages","Persons","249","units","0","v1061265748","148.2.1.1","344","","","","0"
"2015/2016","Port Alberni (CA), British Columbia","2016S0504940","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061266081","148.3.1.1","42","","","","0"
"2016/2017","Port Alberni (CA), British Columbia","2016S0504940","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061266081","148.3.1.1","28","","","","0"
"2017/2018","Port Alberni (CA), British Columbia","2016S0504940","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061266081","148.3.1.1","36","","","","0"
"2018/2019","Port Alberni (CA), British Columbia","2016S0504940","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061266081","148.3.1.1","33","","","","0"
"2019/2020","Port Alberni (CA), British Columbia","2016S0504940","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061266081","148.3.1.1","24","","","","0"
"2015/2016","Port Alberni (CA), British Columbia","2016S0504940","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061266414","148.4.1.1","19","","","","0"
"2016/2017","Port Alberni (CA), British Columbia","2016S0504940","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061266414","148.4.1.1","19","","","","0"
"2017/2018","Port Alberni (CA), British Columbia","2016S0504940","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061266414","148.4.1.1","23","","","","0"
"2018/2019","Port Alberni (CA), British Columbia","2016S0504940","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061266414","148.4.1.1","25","","","","0"
"2019/2020","Port Alberni (CA), British Columbia","2016S0504940","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061266414","148.4.1.1","19","","","","0"
"2015/2016","Port Alberni (CA), British Columbia","2016S0504940","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061266747","148.5.1.1","14","","","","0"
"2016/2017","Port Alberni (CA), British Columbia","2016S0504940","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061266747","148.5.1.1","10","","","","0"
"2017/2018","Port Alberni (CA), British Columbia","2016S0504940","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061266747","148.5.1.1","8","","","","0"
"2018/2019","Port Alberni (CA), British Columbia","2016S0504940","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061266747","148.5.1.1","7","","","","0"
"2019/2020","Port Alberni (CA), British Columbia","2016S0504940","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061266747","148.5.1.1","6","","","","0"
"2015/2016","Port Alberni (CA), British Columbia","2016S0504940","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061267080","148.6.1.1","8","","","","0"
"2016/2017","Port Alberni (CA), British Columbia","2016S0504940","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061267080","148.6.1.1","9","","","","0"
"2017/2018","Port Alberni (CA), British Columbia","2016S0504940","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061267080","148.6.1.1","11","","","","0"
"2018/2019","Port Alberni (CA), British Columbia","2016S0504940","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061267080","148.6.1.1","12","","","","0"
"2019/2020","Port Alberni (CA), British Columbia","2016S0504940","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061267080","148.6.1.1","8","","","","0"
"2015/2016","Port Alberni (CA), British Columbia","2016S0504940","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061267413","148.7.1.1","123","","","","0"
"2016/2017","Port Alberni (CA), British Columbia","2016S0504940","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061267413","148.7.1.1","56","","","","0"
"2017/2018","Port Alberni (CA), British Columbia","2016S0504940","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061267413","148.7.1.1","54","","","","0"
"2018/2019","Port Alberni (CA), British Columbia","2016S0504940","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061267413","148.7.1.1","64","","","","0"
"2019/2020","Port Alberni (CA), British Columbia","2016S0504940","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061267413","148.7.1.1","62","","","","0"
"2015/2016","Port Alberni (CA), British Columbia","2016S0504940","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061267746","148.8.1.1","176","","","","0"
"2016/2017","Port Alberni (CA), British Columbia","2016S0504940","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061267746","148.8.1.1","246","","","","0"
"2017/2018","Port Alberni (CA), British Columbia","2016S0504940","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061267746","148.8.1.1","311","","","","0"
"2018/2019","Port Alberni (CA), British Columbia","2016S0504940","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061267746","148.8.1.1","340","","","","0"
"2019/2020","Port Alberni (CA), British Columbia","2016S0504940","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061267746","148.8.1.1","301","","","","0"
"2015/2016","Port Alberni (CA), British Columbia","2016S0504940","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061268079","148.9.1.1","-9","","","","0"
"2016/2017","Port Alberni (CA), British Columbia","2016S0504940","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061268079","148.9.1.1","3","","","","0"
"2017/2018","Port Alberni (CA), British Columbia","2016S0504940","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061268079","148.9.1.1","26","","","","0"
"2018/2019","Port Alberni (CA), British Columbia","2016S0504940","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061268079","148.9.1.1","22","","","","0"
"2019/2020","Port Alberni (CA), British Columbia","2016S0504940","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061268079","148.9.1.1","18","","","","0"
"2015/2016","Port Alberni (CA), British Columbia","2016S0504940","Residual deviation","Both sexes","All ages","Persons","249","units","0","v1061268412","148.10.1.1","84","","","","0"
"2015/2016","Courtenay (CA), British Columbia","2016S0504943","Births","Both sexes","All ages","Persons","249","units","0","v1061268745","149.1.1.1","403","","","","0"
"2016/2017","Courtenay (CA), British Columbia","2016S0504943","Births","Both sexes","All ages","Persons","249","units","0","v1061268745","149.1.1.1","412","","","","0"
"2017/2018","Courtenay (CA), British Columbia","2016S0504943","Births","Both sexes","All ages","Persons","249","units","0","v1061268745","149.1.1.1","423","","","","0"
"2018/2019","Courtenay (CA), British Columbia","2016S0504943","Births","Both sexes","All ages","Persons","249","units","0","v1061268745","149.1.1.1","381","","","","0"
"2019/2020","Courtenay (CA), British Columbia","2016S0504943","Births","Both sexes","All ages","Persons","249","units","0","v1061268745","149.1.1.1","377","","","","0"
"2015/2016","Courtenay (CA), British Columbia","2016S0504943","Deaths","Both sexes","All ages","Persons","249","units","0","v1061268751","149.2.1.1","529","","","","0"
"2016/2017","Courtenay (CA), British Columbia","2016S0504943","Deaths","Both sexes","All ages","Persons","249","units","0","v1061268751","149.2.1.1","561","","","","0"
"2017/2018","Courtenay (CA), British Columbia","2016S0504943","Deaths","Both sexes","All ages","Persons","249","units","0","v1061268751","149.2.1.1","605","","","","0"
"2018/2019","Courtenay (CA), British Columbia","2016S0504943","Deaths","Both sexes","All ages","Persons","249","units","0","v1061268751","149.2.1.1","572","","","","0"
"2019/2020","Courtenay (CA), British Columbia","2016S0504943","Deaths","Both sexes","All ages","Persons","249","units","0","v1061268751","149.2.1.1","574","","","","0"
"2015/2016","Courtenay (CA), British Columbia","2016S0504943","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061269084","149.3.1.1","104","","","","0"
"2016/2017","Courtenay (CA), British Columbia","2016S0504943","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061269084","149.3.1.1","84","","","","0"
"2017/2018","Courtenay (CA), British Columbia","2016S0504943","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061269084","149.3.1.1","142","","","","0"
"2018/2019","Courtenay (CA), British Columbia","2016S0504943","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061269084","149.3.1.1","131","","","","0"
"2019/2020","Courtenay (CA), British Columbia","2016S0504943","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061269084","149.3.1.1","122","","","","0"
"2015/2016","Courtenay (CA), British Columbia","2016S0504943","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061269417","149.4.1.1","99","","","","0"
"2016/2017","Courtenay (CA), British Columbia","2016S0504943","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061269417","149.4.1.1","78","","","","0"
"2017/2018","Courtenay (CA), British Columbia","2016S0504943","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061269417","149.4.1.1","46","","","","0"
"2018/2019","Courtenay (CA), British Columbia","2016S0504943","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061269417","149.4.1.1","46","","","","0"
"2019/2020","Courtenay (CA), British Columbia","2016S0504943","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061269417","149.4.1.1","36","","","","0"
"2015/2016","Courtenay (CA), British Columbia","2016S0504943","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061269750","149.5.1.1","57","","","","0"
"2016/2017","Courtenay (CA), British Columbia","2016S0504943","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061269750","149.5.1.1","51","","","","0"
"2017/2018","Courtenay (CA), British Columbia","2016S0504943","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061269750","149.5.1.1","41","","","","0"
"2018/2019","Courtenay (CA), British Columbia","2016S0504943","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061269750","149.5.1.1","40","","","","0"
"2019/2020","Courtenay (CA), British Columbia","2016S0504943","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061269750","149.5.1.1","32","","","","0"
"2015/2016","Courtenay (CA), British Columbia","2016S0504943","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061270083","149.6.1.1","40","","","","0"
"2016/2017","Courtenay (CA), British Columbia","2016S0504943","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061270083","149.6.1.1","36","","","","0"
"2017/2018","Courtenay (CA), British Columbia","2016S0504943","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061270083","149.6.1.1","22","","","","0"
"2018/2019","Courtenay (CA), British Columbia","2016S0504943","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061270083","149.6.1.1","23","","","","0"
"2019/2020","Courtenay (CA), British Columbia","2016S0504943","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061270083","149.6.1.1","16","","","","0"
"2015/2016","Courtenay (CA), British Columbia","2016S0504943","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061270416","149.7.1.1","459","","","","0"
"2016/2017","Courtenay (CA), British Columbia","2016S0504943","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061270416","149.7.1.1","412","","","","0"
"2017/2018","Courtenay (CA), British Columbia","2016S0504943","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061270416","149.7.1.1","440","","","","0"
"2018/2019","Courtenay (CA), British Columbia","2016S0504943","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061270416","149.7.1.1","355","","","","0"
"2019/2020","Courtenay (CA), British Columbia","2016S0504943","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061270416","149.7.1.1","400","","","","0"
"2015/2016","Courtenay (CA), British Columbia","2016S0504943","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061270749","149.8.1.1","296","","","","0"
"2016/2017","Courtenay (CA), British Columbia","2016S0504943","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061270749","149.8.1.1","686","","","","0"
"2017/2018","Courtenay (CA), British Columbia","2016S0504943","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061270749","149.8.1.1","531","","","","0"
"2018/2019","Courtenay (CA), British Columbia","2016S0504943","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061270749","149.8.1.1","584","","","","0"
"2019/2020","Courtenay (CA), British Columbia","2016S0504943","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061270749","149.8.1.1","610","","","","0"
"2015/2016","Courtenay (CA), British Columbia","2016S0504943","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061271082","149.9.1.1","236","","","","0"
"2016/2017","Courtenay (CA), British Columbia","2016S0504943","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061271082","149.9.1.1","206","","","","0"
"2017/2018","Courtenay (CA), British Columbia","2016S0504943","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061271082","149.9.1.1","230","","","","0"
"2018/2019","Courtenay (CA), British Columbia","2016S0504943","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061271082","149.9.1.1","94","","","","0"
"2019/2020","Courtenay (CA), British Columbia","2016S0504943","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061271082","149.9.1.1","-115","","","","0"
"2015/2016","Courtenay (CA), British Columbia","2016S0504943","Residual deviation","Both sexes","All ages","Persons","249","units","0","v1061271415","149.10.1.1","172","","","","0"
"2015/2016","Campbell River (CA), British Columbia","2016S0504944","Births","Both sexes","All ages","Persons","249","units","0","v1061271748","150.1.1.1","342","","","","0"
"2016/2017","Campbell River (CA), British Columbia","2016S0504944","Births","Both sexes","All ages","Persons","249","units","0","v1061271748","150.1.1.1","353","","","","0"
"2017/2018","Campbell River (CA), British Columbia","2016S0504944","Births","Both sexes","All ages","Persons","249","units","0","v1061271748","150.1.1.1","307","","","","0"
"2018/2019","Campbell River (CA), British Columbia","2016S0504944","Births","Both sexes","All ages","Persons","249","units","0","v1061271748","150.1.1.1","322","","","","0"
"2019/2020","Campbell River (CA), British Columbia","2016S0504944","Births","Both sexes","All ages","Persons","249","units","0","v1061271748","150.1.1.1","318","","","","0"
"2015/2016","Campbell River (CA), British Columbia","2016S0504944","Deaths","Both sexes","All ages","Persons","249","units","0","v1061271754","150.2.1.1","340","","","","0"
